SubCategory,ProductName,Value Column Name,Value
"Lamps","Adventure Works Desk Lamp E1300","Total Customers","22"
"Lamps","Adventure Works Desk Lamp E1300","Margin % (Calculated)","0.677054794520548"
"Lamps","Proseware Wall Lamp E0315","Sales","5202"
"Lamps","Proseware Wall Lamp E0315","Margin","3122"
"Lamps","Proseware Wall Lamp E0315","Margin %","60.01537870049981"
"Lamps","Proseware Wall Lamp E0315","Total Customers","20"
"Lamps","Proseware Wall Lamp E0315","Margin % (Calculated)","0.6001537870049981"
"Lamps","Litware Desk Lamp E1030","Sales","4880"
"Lamps","Litware Desk Lamp E1030","Margin","3158"
"Lamps","Litware Desk Lamp E1030","Margin %","64.71311475409836"
"Lamps","Litware Desk Lamp E1030","Total Customers","21"
"Lamps","Litware Desk Lamp E1030","Margin % (Calculated)","0.6471311475409836"
"Lamps","Adventure Works Desk Lamp E1200","Sales","2520"
"Lamps","Adventure Works Desk Lamp E1200","Margin","1710"
"Lamps","Adventure Works Desk Lamp E1200","Margin %","67.85714285714286"
"Lamps","Adventure Works Desk Lamp E1200","Total Customers","27"
"Lamps","Adventure Works Desk Lamp E1200","Margin % (Calculated)","0.6785714285714286"
"Lamps","Litware Desk Lamp E1020","Sales","1980"
"Lamps","Litware Desk Lamp E1020","Margin","1380"
"Lamps","Litware Desk Lamp E1020","Margin %","69.6969696969697"
"Lamps","Litware Desk Lamp E1020","Total Customers","20"
"Lamps","Litware Desk Lamp E1020","Margin % (Calculated)","0.696969696969697"
"Lamps","WWI Desk Lamp E120","Sales","1710"
"Lamps","WWI Desk Lamp E120","Margin","1170"
"Lamps","WWI Desk Lamp E120","Margin %","68.42105263157895"
"Lamps","WWI Desk Lamp E120","Total Customers","18"
"Lamps","WWI Desk Lamp E120","Margin % (Calculated)","0.6842105263157895"
"Lamps","Proseware Desk Lamp E0120","Sales","1440"
"Lamps","Proseware Desk Lamp E0120","Margin","930"
"Lamps","Proseware Desk Lamp E0120","Margin %","64.58333333333333"
"Lamps","Proseware Desk Lamp E0120","Total Customers","16"
"Lamps","Proseware Desk Lamp E0120","Margin % (Calculated)","0.6458333333333334"
"Water Heaters","Contoso Water Heater 7.2GPM X1800","Sales","203550"
"Water Heaters","Contoso Water Heater 7.2GPM X1800","Margin","74454"
"Water Heaters","Contoso Water Heater 7.2GPM X1800","Margin %","36.57774502579219"
"Water Heaters","Contoso Water Heater 7.2GPM X1800","Total Customers","44"
"Water Heaters","Contoso Water Heater 7.2GPM X1800","Margin % (Calculated)","0.3657774502579219"
"Water Heaters","Contoso Water Heater 4.3GPM M1250","Sales","116722"
"Water Heaters","Contoso Water Heater 4.3GPM M1250","Margin","22186"
"Water Heaters","Contoso Water Heater 4.3GPM M1250","Margin %","19.007556416099792"
"Water Heaters","Contoso Water Heater 4.3GPM M1250","Total Customers","37"
"Water Heaters","Contoso Water Heater 4.3GPM M1250","Margin % (Calculated)","0.19007556416099794"
"Water Heaters","Contoso Water Heater 4.0GPM M1250","Sales","57743"
"Water Heaters","Contoso Water Heater 4.0GPM M1250","Margin","-3409"
"Water Heaters","Contoso Water Heater 4.0GPM M1250","Margin %","-5.903745908594981"
"Water Heaters","Contoso Water Heater 4.0GPM M1250","Total Customers","28"
"Water Heaters","Contoso Water Heater 4.0GPM M1250","Margin % (Calculated)","-0.05903745908594981"
"Water Heaters","Contoso Water Heater 2.6GPM E0900","Sales","43688"
"Water Heaters","Contoso Water Heater 2.6GPM E0900","Margin","1730"
"Water Heaters","Contoso Water Heater 2.6GPM E0900","Margin %","3.95989745467863"
"Water Heaters","Contoso Water Heater 2.6GPM E0900","Total Customers","26"
"Water Heaters","Contoso Water Heater 2.6GPM E0900","Margin % (Calculated)","0.039598974546786306"
"Water Heaters","Contoso Water Heater 1.5GPM E0800","Sales","21640"
"Water Heaters","Contoso Water Heater 1.5GPM E0800","Margin","-368"
"Water Heaters","Contoso Water Heater 1.5GPM E0800","Margin %","-1.700554528650647"
"Water Heaters","Contoso Water Heater 1.5GPM E0800","Total Customers","28"
"Water Heaters","Contoso Water Heater 1.5GPM E0800","Margin % (Calculated)","-0.017005545286506468"
"Monitors","Adventure Works LCD24W X300","Sales","39974"
"Monitors","Adventure Works LCD24W X300","Margin","3110"
"Monitors","Adventure Works LCD24W X300","Margin %","7.780057037074098"
"Monitors","Adventure Works LCD24W X300","Total Customers","16"
"Monitors","Adventure Works LCD24W X300","Margin % (Calculated)","0.07780057037074098"
"Monitors","Adventure Works LCD24 X300","Sales","34398"
"Monitors","Adventure Works LCD24 X300","Margin","4046"
"Monitors","Adventure Works LCD24 X300","Margin %","11.762311762311763"
"Monitors","Adventure Works LCD24 X300","Total Customers","14"
"Monitors","Adventure Works LCD24 X300","Margin % (Calculated)","0.11762311762311763"
"Monitors","Proseware LCD24 X300","Sales","34398"
"Monitors","Proseware LCD24 X300","Margin","1878"
"Monitors","Proseware LCD24 X300","Margin %","5.459619745334031"
"Monitors","Proseware LCD24 X300","Total Customers","15"
"Monitors","Proseware LCD24 X300","Margin % (Calculated)","0.05459619745334031"
"Monitors","WWI LCD24 X300","Sales","30303"
"Monitors","WWI LCD24 X300","Margin","-49"
"Monitors","WWI LCD24 X300","Margin %","-0.1617001617001617"
"Monitors","WWI LCD24 X300","Total Customers","14"
"Monitors","WWI LCD24 X300","Margin % (Calculated)","-0.001617001617001617"
"Monitors","WWI LCD22 M2002","Sales","29093"
"Monitors","WWI LCD22 M2002","Margin","-427"
"Monitors","WWI LCD22 M2002","Margin %","-1.4677070085587598"
"Monitors","WWI LCD22 M2002","Total Customers","18"
"Monitors","WWI LCD22 M2002","Margin % (Calculated)","-0.014677070085587598"
"Monitors","Proseware LCD22W M2001","Sales","27839"
"Monitors","Proseware LCD22W M2001","Margin","4439"
"Monitors","Proseware LCD22W M2001","Margin %","15.945256654333848"
"Monitors","Proseware LCD22W M2001","Total Customers","13"
"Monitors","Proseware LCD22W M2001","Margin % (Calculated)","0.15945256654333848"
"Monitors","Proseware LCD24W X300","Sales","24332"
"Monitors","Proseware LCD24W X300","Margin","8204"
"Monitors","Proseware LCD24W X300","Margin %","33.71691599539701"
"Monitors","Proseware LCD24W X300","Total Customers","7"
"Monitors","Proseware LCD24W X300","Margin % (Calculated)","0.33716915995397007"
"Monitors","WWI LCD24W X300","Sales","24332"
"Monitors","WWI LCD24W X300","Margin","-1012"
"Monitors","WWI LCD24W X300","Margin %","-4.159132007233273"
"Monitors","WWI LCD24W X300","Total Customers","11"
"Monitors","WWI LCD24W X300","Margin % (Calculated)","-0.04159132007233273"
"Monitors","Proseware LCD22 M2000","Sales","24141"
"Monitors","Proseware LCD22 M2000","Margin","1181"
"Monitors","Proseware LCD22 M2000","Margin %","4.892092291122986"
"Monitors","Proseware LCD22 M2000","Total Customers","14"
"Monitors","Proseware LCD22 M2000","Margin % (Calculated)","0.04892092291122986"
"Monitors","Adventure Works LCD22 M200","Sales","21665"
"Monitors","Adventure Works LCD22 M200","Margin","345"
"Monitors","Adventure Works LCD22 M200","Margin %","1.5924301869374566"
"Monitors","Adventure Works LCD22 M200","Total Customers","13"
"Monitors","Adventure Works LCD22 M200","Margin % (Calculated)","0.015924301869374567"
"Monitors","Adventure Works LCD22W M200","Sales","15617"
"Monitors","Adventure Works LCD22W M200","Margin","3017"
"Monitors","Adventure Works LCD22W M200","Margin %","19.318691169878978"
"Monitors","Adventure Works LCD22W M200","Total Customers","7"
"Monitors","Adventure Works LCD22W M200","Margin % (Calculated)","0.1931869116987898"
"Monitors","Adventure Works LCD20W M240","Sales","14508"
"Monitors","Adventure Works LCD20W M240","Margin","172"
"Monitors","Adventure Works LCD20W M240","Margin %","1.1855527984560243"
"Monitors","Adventure Works LCD20W M240","Total Customers","14"
"Monitors","Adventure Works LCD20W M240","Margin % (Calculated)","0.011855527984560243"
"Monitors","WWI LCD20W M250","Sales","9765"
"Monitors","WWI LCD20W M250","Margin","-1499"
"Monitors","WWI LCD20W M250","Margin %","-15.350742447516641"
"Monitors","WWI LCD20W M250","Total Customers","11"
"Monitors","WWI LCD20W M250","Margin % (Calculated)","-0.1535074244751664"
"Monitors","WWI LCD22W M2003","Sales","8148"
"Monitors","WWI LCD22W M2003","Margin","-852"
"Monitors","WWI LCD22W M2003","Margin %","-10.456553755522828"
"Monitors","WWI LCD22W M2003","Total Customers","5"
"Monitors","WWI LCD22W M2003","Margin % (Calculated)","-0.10456553755522828"
"Monitors","Proseware LCD20 M200","Sales","6993"
"Monitors","Proseware LCD20 M200","Margin","329"
"Monitors","Proseware LCD20 M200","Margin %","4.704704704704705"
"Monitors","Proseware LCD20 M200","Total Customers","7"
"Monitors","Proseware LCD20 M200","Margin % (Calculated)","0.04704704704704705"
"Monitors","Adventure Works LCD20 M210","Sales","6734"
"Monitors","Adventure Works LCD20 M210","Margin","70"
"Monitors","Adventure Works LCD20 M210","Margin %","1.0395010395010396"
"Monitors","Adventure Works LCD20 M210","Total Customers","7"
"Monitors","Adventure Works LCD20 M210","Margin % (Calculated)","0.010395010395010396"
"Monitors","Proseware LCD20W M230","Sales","5859"
"Monitors","Proseware LCD20W M230","Margin","-2333"
"Monitors","Proseware LCD20W M230","Margin %","-39.81908175456562"
"Monitors","Proseware LCD20W M230","Total Customers","8"
"Monitors","Proseware LCD20W M230","Margin % (Calculated)","-0.3981908175456563"
"Monitors","WWI LCD19W M100","Sales","5370"
"Monitors","WWI LCD19W M100","Margin","-1190"
"Monitors","WWI LCD19W M100","Margin %","-22.160148975791433"
"Monitors","WWI LCD19W M100","Total Customers","10"
"Monitors","WWI LCD19W M100","Margin % (Calculated)","-0.22160148975791433"
"Monitors","Proseware LCD19W M100","Sales","4475"
"Monitors","Proseware LCD19W M100","Margin","-117"
"Monitors","Proseware LCD19W M100","Margin %","-2.6145251396648046"
"Monitors","Proseware LCD19W M100","Total Customers","7"
"Monitors","Proseware LCD19W M100","Margin % (Calculated)","-0.026145251396648046"
"Monitors","Proseware LCD15 E103","Sales","4455"
"Monitors","Proseware LCD15 E103","Margin","-2745"
"Monitors","Proseware LCD15 E103","Margin %","-61.61616161616162"
"Monitors","Proseware LCD15 E103","Total Customers","18"
"Monitors","Proseware LCD15 E103","Margin % (Calculated)","-0.6161616161616161"
"Monitors","Proseware LCD19 E1000","Sales","4309"
"Monitors","Proseware LCD19 E1000","Margin","-299"
"Monitors","Proseware LCD19 E1000","Margin %","-6.938964957066605"
"Monitors","Proseware LCD19 E1000","Total Customers","9"
"Monitors","Proseware LCD19 E1000","Margin % (Calculated)","-0.06938964957066605"
"Monitors","Adventure Works LCD15 E100","Sales","4158"
"Monitors","Adventure Works LCD15 E100","Margin","-1842"
"Monitors","Adventure Works LCD15 E100","Margin %","-44.300144300144304"
"Monitors","Adventure Works LCD15 E100","Total Customers","15"
"Monitors","Adventure Works LCD15 E100","Margin % (Calculated)","-0.443001443001443"
"Monitors","Adventure Works LCD19W M100","Sales","3938"
"Monitors","Adventure Works LCD19W M100","Margin","-1310"
"Monitors","Adventure Works LCD19W M100","Margin %","-33.26561706449974"
"Monitors","Adventure Works LCD19W M100","Total Customers","8"
"Monitors","Adventure Works LCD19W M100","Margin % (Calculated)","-0.3326561706449975"
"Monitors","Adventure Works LCD19 E108","Sales","3753"
"Monitors","Adventure Works LCD19 E108","Margin","-223"
"Monitors","Adventure Works LCD19 E108","Margin %","-5.941913136157741"
"Monitors","Adventure Works LCD19 E108","Total Customers","7"
"Monitors","Adventure Works LCD19 E108","Margin % (Calculated)","-0.05941913136157741"
"Monitors","WWI LCD19 E107","Sales","3614"
"Monitors","WWI LCD19 E107","Margin","-1498"
"Monitors","WWI LCD19 E107","Margin %","-41.44991698948534"
"Monitors","WWI LCD19 E107","Total Customers","9"
"Monitors","WWI LCD19 E107","Margin % (Calculated)","-0.41449916989485336"
"Monitors","Adventure Works CRT19 E10","Sales","3519"
"Monitors","Adventure Works CRT19 E10","Margin","1127"
"Monitors","Adventure Works CRT19 E10","Margin %","32.02614379084967"
"Monitors","Adventure Works CRT19 E10","Total Customers","13"
"Monitors","Adventure Works CRT19 E10","Margin % (Calculated)","0.3202614379084967"
"Monitors","Proseware LCD17 E200","Sales","3168"
"Monitors","Proseware LCD17 E200","Margin","-832"
"Monitors","Proseware LCD17 E200","Margin %","-26.262626262626263"
"Monitors","Proseware LCD17 E200","Total Customers","10"
"Monitors","Proseware LCD17 E200","Margin % (Calculated)","-0.26262626262626265"
"Monitors","WWI LCD20 M220","Sales","3108"
"Monitors","WWI LCD20 M220","Margin","-1652"
"Monitors","WWI LCD20 M220","Margin %","-53.153153153153156"
"Monitors","WWI LCD20 M220","Total Customers","5"
"Monitors","WWI LCD20 M220","Margin % (Calculated)","-0.5315315315315315"
"Monitors","Adventure Works LCD17W E203","Sales","3096"
"Monitors","Adventure Works LCD17W E203","Margin","-1656"
"Monitors","Adventure Works LCD17W E203","Margin %","-53.48837209302326"
"Monitors","Adventure Works LCD17W E203","Total Customers","9"
"Monitors","Adventure Works LCD17W E203","Margin % (Calculated)","-0.5348837209302325"
"Monitors","WWI LCD17W E200","Sales","2838"
"Monitors","WWI LCD17W E200","Margin","-1386"
"Monitors","WWI LCD17W E200","Margin %","-48.83720930232558"
"Monitors","WWI LCD17W E200","Total Customers","8"
"Monitors","WWI LCD17W E200","Margin % (Calculated)","-0.4883720930232558"
"Monitors","WWI CRT17 E106","Sales","2475"
"Monitors","WWI CRT17 E106","Margin","-1125"
"Monitors","WWI CRT17 E106","Margin %","-45.45454545454545"
"Monitors","WWI CRT17 E106","Total Customers","9"
"Monitors","WWI CRT17 E106","Margin % (Calculated)","-0.45454545454545453"
"Monitors","Adventure Works CRT15 E101","Sales","2430"
"Monitors","Adventure Works CRT15 E101","Margin","510"
"Monitors","Adventure Works CRT15 E101","Margin %","20.987654320987655"
"Monitors","Adventure Works CRT15 E101","Total Customers","8"
"Monitors","Adventure Works CRT15 E101","Margin % (Calculated)","0.20987654320987653"
"Monitors","Proseware LCD17W E202","Sales","1935"
"Monitors","Proseware LCD17W E202","Margin","-1761"
"Monitors","Proseware LCD17W E202","Margin %","-91.0077519379845"
"Monitors","Proseware LCD17W E202","Total Customers","7"
"Monitors","Proseware LCD17W E202","Margin % (Calculated)","-0.9100775193798449"
"Monitors","Proseware CRT17 E104","Sales","1652"
"Monitors","Proseware CRT17 E104","Margin","-988"
"Monitors","Proseware CRT17 E104","Margin %","-59.80629539951574"
"Monitors","Proseware CRT17 E104","Total Customers","11"
"Monitors","Proseware CRT17 E104","Margin % (Calculated)","-0.5980629539951574"
"Monitors","Adventure Works LCD17 E200","Sales","1485"
"Monitors","Adventure Works LCD17 E200","Margin","-1315"
"Monitors","Adventure Works LCD17 E200","Margin %","-88.55218855218855"
"Monitors","Adventure Works LCD17 E200","Total Customers","7"
"Monitors","Adventure Works LCD17 E200","Margin % (Calculated)","-0.8855218855218855"
"Monitors","WWI LCD17 E200","Sales","1485"
"Monitors","WWI LCD17 E200","Margin","-1715"
"Monitors","WWI LCD17 E200","Margin %","-115.48821548821549"
"Monitors","WWI LCD17 E200","Total Customers","8"
"Monitors","WWI LCD17 E200","Margin % (Calculated)","-1.1548821548821548"
"Monitors","Adventure Works CRT17 E105","Sales","1416"
"Monitors","Adventure Works CRT17 E105","Margin","-504"
"Monitors","Adventure Works CRT17 E105","Margin %","-35.59322033898305"
"Monitors","Adventure Works CRT17 E105","Total Customers","8"
"Monitors","Adventure Works CRT17 E105","Margin % (Calculated)","-0.3559322033898305"
"Monitors","Proseware CRT19 E201","Sales","1242"
"Monitors","Proseware CRT19 E201","Margin","-438"
"Monitors","Proseware CRT19 E201","Margin %","-35.265700483091784"
"Monitors","Proseware CRT19 E201","Total Customers","6"
"Monitors","Proseware CRT19 E201","Margin % (Calculated)","-0.3526570048309179"
"Monitors","Proseware CRT15 E10","Sales","1078"
"Monitors","Proseware CRT15 E10","Margin","78"
"Monitors","Proseware CRT15 E10","Margin %","7.2356215213358075"
"Monitors","Proseware CRT15 E10","Total Customers","5"
"Monitors","Proseware CRT15 E10","Margin % (Calculated)","0.07235621521335807"
"Monitors","WWI LCD17 E205","Sales","693"
"Monitors","WWI LCD17 E205","Margin","-507"
"Monitors","WWI LCD17 E205","Margin %","-73.16017316017316"
"Monitors","WWI LCD17 E205","Total Customers","3"
"Monitors","WWI LCD17 E205","Margin % (Calculated)","-0.7316017316017316"
"Microwaves","Fabrikam Microwave 1.5CuFt X1100","Sales","58608"
"Microwaves","Fabrikam Microwave 1.5CuFt X1100","Margin","15292"
"Microwaves","Fabrikam Microwave 1.5CuFt X1100","Margin %","26.09200109200109"
"Microwaves","Fabrikam Microwave 1.5CuFt X1100","Total Customers","28"
"Microwaves","Fabrikam Microwave 1.5CuFt X1100","Margin % (Calculated)","0.26092001092001094"
"Microwaves","Litware Microwave 1.5CuFt X110","Sales","52614"
"Microwaves","Litware Microwave 1.5CuFt X110","Margin","13939"
"Microwaves","Litware Microwave 1.5CuFt X110","Margin %","26.492948644847377"
"Microwaves","Litware Microwave 1.5CuFt X110","Total Customers","25"
"Microwaves","Litware Microwave 1.5CuFt X110","Margin % (Calculated)","0.2649294864484738"
"Microwaves","Contoso Microwave 1.5CuFt X0110","Sales","51282"
"Microwaves","Contoso Microwave 1.5CuFt X0110","Margin","12607"
"Microwaves","Contoso Microwave 1.5CuFt X0110","Margin %","24.583674583674583"
"Microwaves","Contoso Microwave 1.5CuFt X0110","Total Customers","25"
"Microwaves","Contoso Microwave 1.5CuFt X0110","Margin % (Calculated)","0.24583674583674583"
"Microwaves","Fabrikam Microwave 1.6CuFt M1250","Sales","15840"
"Microwaves","Fabrikam Microwave 1.6CuFt M1250","Margin","-428"
"Microwaves","Fabrikam Microwave 1.6CuFt M1250","Margin %","-2.702020202020202"
"Microwaves","Fabrikam Microwave 1.6CuFt M1250","Total Customers","27"
"Microwaves","Fabrikam Microwave 1.6CuFt M1250","Margin % (Calculated)","-0.02702020202020202"
"Microwaves","Litware Microwave 2.2CuFt M125","Sales","15800"
"Microwaves","Litware Microwave 2.2CuFt M125","Margin","-1588"
"Microwaves","Litware Microwave 2.2CuFt M125","Margin %","-10.050632911392405"
"Microwaves","Litware Microwave 2.2CuFt M125","Total Customers","27"
"Microwaves","Litware Microwave 2.2CuFt M125","Margin % (Calculated)","-0.10050632911392406"
"Microwaves","Contoso Microwave 1.0CuFt E0110","Sales","12320"
"Microwaves","Contoso Microwave 1.0CuFt E0110","Margin","-1596"
"Microwaves","Contoso Microwave 1.0CuFt E0110","Margin %","-12.954545454545455"
"Microwaves","Contoso Microwave 1.0CuFt E0110","Total Customers","28"
"Microwaves","Contoso Microwave 1.0CuFt E0110","Margin % (Calculated)","-0.12954545454545455"
"Microwaves","Litware Microwave 1.0CuFt E110","Sales","12040"
"Microwaves","Litware Microwave 1.0CuFt E110","Margin","-4361"
"Microwaves","Litware Microwave 1.0CuFt E110","Margin %","-36.22093023255814"
"Microwaves","Litware Microwave 1.0CuFt E110","Total Customers","32"
"Microwaves","Litware Microwave 1.0CuFt E110","Margin % (Calculated)","-0.3622093023255814"
"Microwaves","Litware Microwave 1.6CuFt M125","Sales","11700"
"Microwaves","Litware Microwave 1.6CuFt M125","Margin","-501"
"Microwaves","Litware Microwave 1.6CuFt M125","Margin %","-4.282051282051282"
"Microwaves","Litware Microwave 1.6CuFt M125","Total Customers","21"
"Microwaves","Litware Microwave 1.6CuFt M125","Margin % (Calculated)","-0.04282051282051282"
"Microwaves","Contoso Microwave 2.2CuFt M0125","Sales","11400"
"Microwaves","Contoso Microwave 2.2CuFt M0125","Margin","-2768"
"Microwaves","Contoso Microwave 2.2CuFt M0125","Margin %","-24.280701754385966"
"Microwaves","Contoso Microwave 2.2CuFt M0125","Total Customers","22"
"Microwaves","Contoso Microwave 2.2CuFt M0125","Margin % (Calculated)","-0.24280701754385964"
"Microwaves","Fabrikam Microwave 2.2CuFt M1250","Sales","11400"
"Microwaves","Fabrikam Microwave 2.2CuFt M1250","Margin","-4056"
"Microwaves","Fabrikam Microwave 2.2CuFt M1250","Margin %","-35.578947368421055"
"Microwaves","Fabrikam Microwave 2.2CuFt M1250","Total Customers","23"
"Microwaves","Fabrikam Microwave 2.2CuFt M1250","Margin % (Calculated)","-0.35578947368421054"
"Microwaves","Fabrikam Microwave 1.0CuFt E1100","Sales","10920"
"Microwaves","Fabrikam Microwave 1.0CuFt E1100","Margin","-3493"
"Microwaves","Fabrikam Microwave 1.0CuFt E1100","Margin %","-31.987179487179485"
"Microwaves","Fabrikam Microwave 1.0CuFt E1100","Total Customers","28"
"Microwaves","Fabrikam Microwave 1.0CuFt E1100","Margin % (Calculated)","-0.31987179487179485"
"Microwaves","Contoso Microwave 1.6CuFt M0125","Sales","10620"
"Microwaves","Contoso Microwave 1.6CuFt M0125","Margin","162"
"Microwaves","Contoso Microwave 1.6CuFt M0125","Margin %","1.5254237288135593"
"Microwaves","Contoso Microwave 1.6CuFt M0125","Total Customers","17"
"Microwaves","Contoso Microwave 1.6CuFt M0125","Margin % (Calculated)","0.015254237288135594"
"Microwaves","Fabrikam Microwave 0.9CuFt E0900","Sales","10600"
"Microwaves","Fabrikam Microwave 0.9CuFt E0900","Margin","-1538"
"Microwaves","Fabrikam Microwave 0.9CuFt E0900","Margin %","-14.50943396226415"
"Microwaves","Fabrikam Microwave 0.9CuFt E0900","Total Customers","33"
"Microwaves","Fabrikam Microwave 0.9CuFt E0900","Margin % (Calculated)","-0.1450943396226415"
"Microwaves","Litware Microwave 0.8CuFt E080","Sales","7980"
"Microwaves","Litware Microwave 0.8CuFt E080","Margin","-2436"
"Microwaves","Litware Microwave 0.8CuFt E080","Margin %","-30.526315789473685"
"Microwaves","Litware Microwave 0.8CuFt E080","Total Customers","31"
"Microwaves","Litware Microwave 0.8CuFt E080","Margin % (Calculated)","-0.30526315789473685"
"Microwaves","Contoso Microwave 0.8CuFt E0080","Sales","7885"
"Microwaves","Contoso Microwave 0.8CuFt E0080","Margin","-2195"
"Microwaves","Contoso Microwave 0.8CuFt E0080","Margin %","-27.837666455294865"
"Microwaves","Contoso Microwave 0.8CuFt E0080","Total Customers","30"
"Microwaves","Contoso Microwave 0.8CuFt E0080","Margin % (Calculated)","-0.2783766645529486"
"Microwaves","Contoso Microwave 0.9CuFt E0090","Sales","7100"
"Microwaves","Contoso Microwave 0.9CuFt E0090","Margin","-397"
"Microwaves","Contoso Microwave 0.9CuFt E0090","Margin %","-5.591549295774648"
"Microwaves","Contoso Microwave 0.9CuFt E0090","Total Customers","20"
"Microwaves","Contoso Microwave 0.9CuFt E0090","Margin % (Calculated)","-0.05591549295774648"
"Microwaves","Litware Microwave 0.9CuFt E090","Sales","4900"
"Microwaves","Litware Microwave 0.9CuFt E090","Margin","-812"
"Microwaves","Litware Microwave 0.9CuFt E090","Margin %","-16.571428571428573"
"Microwaves","Litware Microwave 0.9CuFt E090","Total Customers","16"
"Microwaves","Litware Microwave 0.9CuFt E090","Margin % (Calculated)","-0.1657142857142857"
"Microwaves","Fabrikam Microwave 0.8CuFt E0800","Sales","4370"
"Microwaves","Fabrikam Microwave 0.8CuFt E0800","Margin","-1006"
"Microwaves","Fabrikam Microwave 0.8CuFt E0800","Margin %","-23.020594965675055"
"Microwaves","Fabrikam Microwave 0.8CuFt E0800","Total Customers","15"
"Microwaves","Fabrikam Microwave 0.8CuFt E0800","Margin % (Calculated)","-0.23020594965675056"
"Microwaves","Contoso Microwave 2.2CuFt M0126","Sales","1800"
"Microwaves","Contoso Microwave 2.2CuFt M0126","Margin","-524"
"Microwaves","Contoso Microwave 2.2CuFt M0126","Margin %","-29.11111111111111"
"Microwaves","Contoso Microwave 2.2CuFt M0126","Total Customers","4"
"Microwaves","Contoso Microwave 2.2CuFt M0126","Margin % (Calculated)","-0.2911111111111111"
"Desktops","Adventure Works Desktop PC2.30 MD230","Sales","39535"
"Desktops","Adventure Works Desktop PC2.30 MD230","Margin","4879"
"Desktops","Adventure Works Desktop PC2.30 MD230","Margin %","12.340963703047931"
"Desktops","Adventure Works Desktop PC2.30 MD230","Total Customers","20"
"Desktops","Adventure Works Desktop PC2.30 MD230","Margin % (Calculated)","0.12340963703047932"
"Desktops","WWI Desktop PC2.33 X2330","Sales","39517"
"Desktops","WWI Desktop PC2.33 X2330","Margin","8509"
"Desktops","WWI Desktop PC2.33 X2330","Margin %","21.532504997849028"
"Desktops","WWI Desktop PC2.33 X2330","Total Customers","17"
"Desktops","WWI Desktop PC2.33 X2330","Margin % (Calculated)","0.21532504997849028"
"Desktops","Adventure Works Desktop PC2.33 XD233","Sales","35853"
"Desktops","Adventure Works Desktop PC2.33 XD233","Margin","10815"
"Desktops","Adventure Works Desktop PC2.33 XD233","Margin %","30.16483976236298"
"Desktops","Adventure Works Desktop PC2.33 XD233","Total Customers","13"
"Desktops","Adventure Works Desktop PC2.33 XD233","Margin % (Calculated)","0.3016483976236298"
"Desktops","WWI Desktop PC2.30 M2300","Sales","31304"
"Desktops","WWI Desktop PC2.30 M2300","Margin","464"
"Desktops","WWI Desktop PC2.30 M2300","Margin %","1.482238691541017"
"Desktops","WWI Desktop PC2.30 M2300","Total Customers","20"
"Desktops","WWI Desktop PC2.30 M2300","Margin % (Calculated)","0.014822386915410171"
"Desktops","Adventure Works Desktop PC1.80 ED180","Sales","23985"
"Desktops","Adventure Works Desktop PC1.80 ED180","Margin","-831"
"Desktops","Adventure Works Desktop PC1.80 ED180","Margin %","-3.464665415884928"
"Desktops","Adventure Works Desktop PC1.80 ED180","Total Customers","22"
"Desktops","Adventure Works Desktop PC1.80 ED180","Margin % (Calculated)","-0.03464665415884928"
"Desktops","Adventure Works Desktop PC3.0 MS300","Sales","22043"
"Desktops","Adventure Works Desktop PC3.0 MS300","Margin","11"
"Desktops","Adventure Works Desktop PC3.0 MS300","Margin %","0.049902463367055304"
"Desktops","Adventure Works Desktop PC3.0 MS300","Total Customers","17"
"Desktops","Adventure Works Desktop PC3.0 MS300","Margin % (Calculated)","0.000499024633670553"
"Desktops","Adventure Works Desktop PC1.80 ED182","Sales","17500"
"Desktops","Adventure Works Desktop PC1.80 ED182","Margin","-860"
"Desktops","Adventure Works Desktop PC1.80 ED182","Margin %","-4.914285714285715"
"Desktops","Adventure Works Desktop PC1.80 ED182","Total Customers","12"
"Desktops","Adventure Works Desktop PC1.80 ED182","Margin % (Calculated)","-0.04914285714285714"
"Desktops","WWI Desktop PC1.80 E1800","Sales","15410"
"Desktops","WWI Desktop PC1.80 E1800","Margin","668"
"Desktops","WWI Desktop PC1.80 E1800","Margin %","4.334847501622323"
"Desktops","WWI Desktop PC1.80 E1800","Total Customers","21"
"Desktops","WWI Desktop PC1.80 E1800","Margin % (Calculated)","0.04334847501622323"
"Desktops","WWI Desktop PC1.60 E1600","Sales","14740"
"Desktops","WWI Desktop PC1.60 E1600","Margin","628"
"Desktops","WWI Desktop PC1.60 E1600","Margin %","4.260515603799186"
"Desktops","WWI Desktop PC1.60 E1600","Total Customers","21"
"Desktops","WWI Desktop PC1.60 E1600","Margin % (Calculated)","0.04260515603799186"
"Desktops","Adventure Works Desktop PC1.60 ED160","Sales","12690"
"Desktops","Adventure Works Desktop PC1.60 ED160","Margin","-1386"
"Desktops","Adventure Works Desktop PC1.60 ED160","Margin %","-10.921985815602836"
"Desktops","Adventure Works Desktop PC1.60 ED160","Total Customers","17"
"Desktops","Adventure Works Desktop PC1.60 ED160","Margin % (Calculated)","-0.10921985815602837"
"Desktops","WWI Desktop PC1.80 E1801","Sales","12150"
"Desktops","WWI Desktop PC1.80 E1801","Margin","558"
"Desktops","WWI Desktop PC1.80 E1801","Margin %","4.592592592592593"
"Desktops","WWI Desktop PC1.80 E1801","Total Customers","13"
